Date,open,high,low,close,adjclose,volume,ticker
2022-03-03,21.79999924,21.85000038,21.64999962,21.75,20.12749481,4153853,IRFC.NS
2022-03-04,21.70000076,21.70000076,21.45000076,21.54999924,19.94241524,4796578,IRFC.NS
2022-03-07,21.45000076,21.45000076,21.10000038,21.20000076,19.61852646,5512286,IRFC.NS
2022-03-08,21.14999962,21.79999924,21.04999924,21.54999924,19.94241524,8292033,IRFC.NS
2022-03-09,21.64999962,21.75,21.54999924,21.64999962,20.03495407,4997588,IRFC.NS
2022-03-10,21.89999962,21.95000076,21.70000076,21.79999924,20.17376518,5835297,IRFC.NS
2022-03-11,21.75,22,21.60000038,21.64999962,20.03495407,10641873,IRFC.NS
2022-03-14,21.85000038,22.14999962,21.64999962,22.10000038,20.4513855,7375394,IRFC.NS
2022-03-15,22.29999924,22.45000076,22.04999924,22.14999962,20.49765587,6846313,IRFC.NS
2022-03-16,22.25,22.35000038,22.10000038,22.25,20.59019661,4423308,IRFC.NS
2022-03-17,22.45000076,23.20000076,22.10000038,22.85000038,21.14543915,15192734,IRFC.NS
2022-03-21,23.04999924,23.10000038,22.60000038,22.64999962,20.96035576,6083898,IRFC.NS
2022-03-22,22.64999962,22.75,22.20000076,22.35000038,20.68273544,7366442,IRFC.NS
2022-03-23,22.35000038,22.60000038,22.25,22.35000038,20.68273544,6972424,IRFC.NS
2022-03-24,22.35000038,22.45000076,22.25,22.29999924,20.63646507,4405621,IRFC.NS
2022-03-25,22.35000038,22.39999962,22.04999924,22.10000038,20.4513855,5570071,IRFC.NS
2022-03-28,22.10000038,22.25,21.75,21.79999924,20.17376518,7159635,IRFC.NS
2022-03-29,21.85000038,21.89999962,21.54999924,21.54999924,19.94241524,6497792,IRFC.NS
2022-03-30,21.64999962,21.75,21.45000076,21.5,19.89614487,6814486,IRFC.NS
2022-03-31,21.54999924,21.70000076,21.39999962,21.45000076,19.8498745,8040582,IRFC.NS
2022-04-01,21.39999962,21.60000038,21.35000038,21.5,19.89614487,10607411,IRFC.NS
2022-04-04,21.60000038,21.85000038,21.54999924,21.64999962,20.03495407,13261803,IRFC.NS
2022-04-05,21.64999962,22.29999924,21.64999962,22.14999962,20.49765587,8377562,IRFC.NS
